Site,Label,concepticonReference,Concepticon_Gloss
28230,correcttrue-160,1725,CORRECT (RIGHT)
28231,correcttrue-161,1725,CORRECT (RIGHT)
28232,correcttrue-162,1725,CORRECT (RIGHT)
28233,correcttrue-163,1725,CORRECT (RIGHT)
28234,correcttrue-164,1725,CORRECT (RIGHT)
28235,correcttrue-165,1725,CORRECT (RIGHT)
28236,correcttrue-166,1725,CORRECT (RIGHT)
28237,correcttrue-167,1725,CORRECT (RIGHT)
28238,correcttrue-168,1725,CORRECT (RIGHT)
28239,correcttrue-169,1725,CORRECT (RIGHT)
28240,correcttrue-170,1725,CORRECT (RIGHT)
28241,correcttrue-171,1725,CORRECT (RIGHT)
28242,correcttrue-172,1725,CORRECT (RIGHT)
28243,correcttrue-173,1725,CORRECT (RIGHT)
28244,correcttrue-174,1725,CORRECT (RIGHT)
28245,correcttrue-175,1725,CORRECT (RIGHT)
28246,correcttrue-176,1725,CORRECT (RIGHT)
28247,correcttrue-177,1725,CORRECT (RIGHT)
28248,correcttrue-178,1725,CORRECT (RIGHT)
28249,correcttrue-179,1725,CORRECT (RIGHT)
28250,correcttrue-180,1725,CORRECT (RIGHT)
28251,correcttrue-181,1725,CORRECT (RIGHT)
28252,correcttrue-182,1725,CORRECT (RIGHT)
28253,correcttrue-183,1725,CORRECT (RIGHT)
28254,correcttrue-184,1725,CORRECT (RIGHT)
28255,correcttrue-185,1725,CORRECT (RIGHT)
28256,correcttrue-186,1725,CORRECT (RIGHT)
28257,correcttrue-187,1725,CORRECT (RIGHT)
28258,correcttrue-188,1725,CORRECT (RIGHT)
28259,correcttrue-189,1725,CORRECT (RIGHT)
28260,correcttrue-190,1725,CORRECT (RIGHT)
28261,correcttrue-191,1725,CORRECT (RIGHT)
28262,correcttrue-192,1725,CORRECT (RIGHT)
28263,correcttrue-193,1725,CORRECT (RIGHT)
28264,correcttrue-194,1725,CORRECT (RIGHT)
28265,correcttrue-195,1725,CORRECT (RIGHT)
28266,correcttrue-196,1725,CORRECT (RIGHT)
28267,correcttrue-197,1725,CORRECT (RIGHT)
28268,correcttrue-198,1725,CORRECT (RIGHT)
28269,correcttrue-199,1725,CORRECT (RIGHT)
28270,correcttrue-200,1725,CORRECT (RIGHT)
28271,correcttrue-201,1725,CORRECT (RIGHT)
28272,correcttrue-202,1725,CORRECT (RIGHT)
28273,correcttrue-203,1725,CORRECT (RIGHT)
28274,correcttrue-204,1725,CORRECT (RIGHT)
28275,correcttrue-205,1725,CORRECT (RIGHT)
28276,correcttrue-206,1725,CORRECT (RIGHT)
28277,correcttrue-207,1725,CORRECT (RIGHT)
28278,correcttrue-208,1725,CORRECT (RIGHT)
28279,correcttrue-209,1725,CORRECT (RIGHT)
28280,correcttrue-210,1725,CORRECT (RIGHT)
28281,correcttrue-211,1725,CORRECT (RIGHT)
28282,correcttrue-212,1725,CORRECT (RIGHT)
28283,correcttrue-213,1725,CORRECT (RIGHT)
28284,correcttrue-214,1725,CORRECT (RIGHT)
28285,correcttrue-215,1725,CORRECT (RIGHT)
28286,correcttrue-216,1725,CORRECT (RIGHT)
28287,correcttrue-217,1725,CORRECT (RIGHT)
28288,correcttrue-218,1725,CORRECT (RIGHT)
28289,correcttrue-219,1725,CORRECT (RIGHT)
28290,correcttrue-220,1725,CORRECT (RIGHT)
28291,correcttrue-221,1725,CORRECT (RIGHT)
28292,correcttrue-222,1725,CORRECT (RIGHT)
28293,correcttrue-223,1725,CORRECT (RIGHT)
28294,correcttrue-224,1725,CORRECT (RIGHT)
28295,correcttrue-225,1725,CORRECT (RIGHT)
28296,correcttrue-226,1725,CORRECT (RIGHT)
28297,correcttrue-227,1725,CORRECT (RIGHT)
28298,correcttrue-228,1725,CORRECT (RIGHT)
28299,correcttrue-229,1725,CORRECT (RIGHT)
28300,correcttrue-230,1725,CORRECT (RIGHT)
28301,correcttrue-231,1725,CORRECT (RIGHT)
28302,correcttrue-232,1725,CORRECT (RIGHT)
28303,correcttrue-233,1725,CORRECT (RIGHT)
28304,correcttrue-234,1725,CORRECT (RIGHT)
28305,correcttrue-235,1725,CORRECT (RIGHT)
28306,correcttrue-236,1725,CORRECT (RIGHT)
28307,correcttrue-237,1725,CORRECT (RIGHT)
28308,correcttrue-238,1725,CORRECT (RIGHT)
28309,correcttrue-239,1725,CORRECT (RIGHT)
28310,correcttrue-240,1725,CORRECT (RIGHT)
28311,correcttrue-241,1725,CORRECT (RIGHT)
28312,correcttrue-242,1725,CORRECT (RIGHT)
28313,correcttrue-243,1725,CORRECT (RIGHT)
28314,correcttrue-244,1725,CORRECT (RIGHT)
28315,correcttrue-245,1725,CORRECT (RIGHT)
28316,correcttrue-246,1725,CORRECT (RIGHT)
28317,correcttrue-247,1725,CORRECT (RIGHT)
28318,correcttrue-248,1725,CORRECT (RIGHT)
28319,correcttrue-249,1725,CORRECT (RIGHT)
28320,correcttrue-250,1725,CORRECT (RIGHT)
28321,correcttrue-251,1725,CORRECT (RIGHT)
28322,correcttrue-252,1725,CORRECT (RIGHT)
28323,correcttrue-253,1725,CORRECT (RIGHT)
28324,correcttrue-254,1725,CORRECT (RIGHT)
28325,correcttrue-255,1725,CORRECT (RIGHT)
28326,correcttrue-256,1725,CORRECT (RIGHT)
28327,correcttrue-257,1725,CORRECT (RIGHT)
28328,correcttrue-258,1725,CORRECT (RIGHT)
28329,night-1,1233,NIGHT
28330,night-2,1233,NIGHT
28331,night-3,1233,NIGHT
28332,night-4,1233,NIGHT
28333,night-5,1233,NIGHT
28334,night-6,1233,NIGHT
28335,night-7,1233,NIGHT
28336,night-8,1233,NIGHT
28337,night-9,1233,NIGHT
28338,night-10,1233,NIGHT
28339,night-11,1233,NIGHT
28340,night-12,1233,NIGHT
28341,night-13,1233,NIGHT
28342,night-14,1233,NIGHT
28343,night-15,1233,NIGHT
28344,night-16,1233,NIGHT
28345,night-17,1233,NIGHT
28346,night-18,1233,NIGHT
28347,night-19,1233,NIGHT
28348,night-20,1233,NIGHT
28349,night-21,1233,NIGHT
28350,night-22,1233,NIGHT
28351,night-23,1233,NIGHT
28352,night-24,1233,NIGHT
28353,night-25,1233,NIGHT
28354,night-26,1233,NIGHT
28355,night-27,1233,NIGHT
28356,night-28,1233,NIGHT
28357,night-29,1233,NIGHT
28358,night-30,1233,NIGHT
28359,night-31,1233,NIGHT
28360,night-32,1233,NIGHT
28361,night-33,1233,NIGHT
28362,night-34,1233,NIGHT
28363,night-35,1233,NIGHT
28364,night-36,1233,NIGHT
28365,night-37,1233,NIGHT
28366,night-38,1233,NIGHT
28367,night-39,1233,NIGHT
28368,night-40,1233,NIGHT
28369,night-41,1233,NIGHT
28370,night-42,1233,NIGHT
28371,night-43,1233,NIGHT
28372,night-44,1233,NIGHT
28373,night-45,1233,NIGHT
28374,night-46,1233,NIGHT
28375,night-47,1233,NIGHT
28376,night-48,1233,NIGHT
28377,night-49,1233,NIGHT
28378,night-50,1233,NIGHT
28379,night-51,1233,NIGHT
28380,night-52,1233,NIGHT
28381,night-53,1233,NIGHT
28382,night-54,1233,NIGHT
28383,night-55,1233,NIGHT
28384,night-56,1233,NIGHT
28385,night-57,1233,NIGHT
28386,night-58,1233,NIGHT
28387,night-59,1233,NIGHT
28388,night-60,1233,NIGHT
28389,night-61,1233,NIGHT
28390,night-62,1233,NIGHT
28391,night-63,1233,NIGHT
28392,night-64,1233,NIGHT
28393,night-65,1233,NIGHT
28394,night-66,1233,NIGHT
28395,night-67,1233,NIGHT
28396,night-68,1233,NIGHT
28397,night-69,1233,NIGHT
28398,night-70,1233,NIGHT
28399,night-71,1233,NIGHT
28400,night-72,1233,NIGHT
28401,night-73,1233,NIGHT
28402,night-74,1233,NIGHT
28403,night-75,1233,NIGHT
28404,night-76,1233,NIGHT
28405,night-77,1233,NIGHT
28406,night-78,1233,NIGHT
28407,night-79,1233,NIGHT
28408,night-80,1233,NIGHT
28409,night-81,1233,NIGHT
28410,night-82,1233,NIGHT
28411,night-83,1233,NIGHT
28412,night-84,1233,NIGHT
28413,night-85,1233,NIGHT
28414,night-86,1233,NIGHT
28415,night-87,1233,NIGHT
28416,night-88,1233,NIGHT
28417,night-89,1233,NIGHT
28418,night-90,1233,NIGHT
28419,night-91,1233,NIGHT
28420,night-92,1233,NIGHT
28421,night-93,1233,NIGHT
28422,night-94,1233,NIGHT
28423,night-95,1233,NIGHT
28424,night-96,1233,NIGHT
28425,night-97,1233,NIGHT
28426,night-98,1233,NIGHT
28427,night-99,1233,NIGHT
28428,night-100,1233,NIGHT
28429,night-101,1233,NIGHT
28430,night-102,1233,NIGHT
28431,night-103,1233,NIGHT
28432,night-104,1233,NIGHT
28433,night-105,1233,NIGHT
28434,night-106,1233,NIGHT
28435,night-107,1233,NIGHT
28436,night-108,1233,NIGHT
28437,night-109,1233,NIGHT
28438,night-110,1233,NIGHT
28439,night-111,1233,NIGHT
28440,night-112,1233,NIGHT
28441,night-113,1233,NIGHT
28442,night-114,1233,NIGHT
28443,night-115,1233,NIGHT
28444,night-116,1233,NIGHT
28445,night-117,1233,NIGHT
28446,night-118,1233,NIGHT
28447,night-119,1233,NIGHT
28448,night-120,1233,NIGHT
28449,night-121,1233,NIGHT
28450,night-122,1233,NIGHT
28451,night-123,1233,NIGHT
28452,night-124,1233,NIGHT
28453,night-125,1233,NIGHT
28454,night-126,1233,NIGHT
28455,night-127,1233,NIGHT
28456,night-128,1233,NIGHT
28457,night-129,1233,NIGHT
28458,night-130,1233,NIGHT
28459,night-131,1233,NIGHT
28460,night-132,1233,NIGHT
28461,night-133,1233,NIGHT
28462,night-134,1233,NIGHT
28463,night-135,1233,NIGHT
28464,night-136,1233,NIGHT
28465,night-137,1233,NIGHT
28466,night-138,1233,NIGHT
28467,night-139,1233,NIGHT
28468,night-140,1233,NIGHT
28469,night-141,1233,NIGHT
28470,night-142,1233,NIGHT
28471,night-143,1233,NIGHT
28472,night-144,1233,NIGHT
28473,night-145,1233,NIGHT
28474,night-146,1233,NIGHT
28475,night-147,1233,NIGHT
28476,night-148,1233,NIGHT
28477,night-149,1233,NIGHT
28478,night-150,1233,NIGHT
28479,night-151,1233,NIGHT
28480,night-152,1233,NIGHT
28481,night-153,1233,NIGHT
28482,night-154,1233,NIGHT
28483,day-1,1225,DAY (NOT NIGHT)
28484,day-2,1225,DAY (NOT NIGHT)
28485,day-3,1225,DAY (NOT NIGHT)
28486,day-4,1225,DAY (NOT NIGHT)
28487,day-5,1225,DAY (NOT NIGHT)
28488,day-6,1225,DAY (NOT NIGHT)
28489,day-7,1225,DAY (NOT NIGHT)
28490,day-8,1225,DAY (NOT NIGHT)
28491,day-9,1225,DAY (NOT NIGHT)
28492,day-10,1225,DAY (NOT NIGHT)
28493,day-11,1225,DAY (NOT NIGHT)
28494,day-12,1225,DAY (NOT NIGHT)
28495,day-13,1225,DAY (NOT NIGHT)
28496,day-14,1225,DAY (NOT NIGHT)
28497,day-15,1225,DAY (NOT NIGHT)
28498,day-16,1225,DAY (NOT NIGHT)
28499,day-17,1225,DAY (NOT NIGHT)
28500,day-18,1225,DAY (NOT NIGHT)
28501,day-19,1225,DAY (NOT NIGHT)
28502,day-20,1225,DAY (NOT NIGHT)
28503,day-21,1225,DAY (NOT NIGHT)
28504,day-22,1225,DAY (NOT NIGHT)
28505,day-23,1225,DAY (NOT NIGHT)
28506,day-24,1225,DAY (NOT NIGHT)
28507,day-25,1225,DAY (NOT NIGHT)
28508,day-26,1225,DAY (NOT NIGHT)
28509,day-27,1225,DAY (NOT NIGHT)
28510,day-28,1225,DAY (NOT NIGHT)
28511,day-29,1225,DAY (NOT NIGHT)
28512,day-30,1225,DAY (NOT NIGHT)
28513,day-31,1225,DAY (NOT NIGHT)
28514,day-32,1225,DAY (NOT NIGHT)
28515,day-33,1225,DAY (NOT NIGHT)
28516,day-34,1225,DAY (NOT NIGHT)
28517,day-35,1225,DAY (NOT NIGHT)
28518,day-36,1225,DAY (NOT NIGHT)
28519,day-37,1225,DAY (NOT NIGHT)
28520,day-38,1225,DAY (NOT NIGHT)
28521,day-39,1225,DAY (NOT NIGHT)
28522,day-40,1225,DAY (NOT NIGHT)
28523,day-41,1225,DAY (NOT NIGHT)
28524,day-42,1225,DAY (NOT NIGHT)
28525,day-43,1225,DAY (NOT NIGHT)
28526,day-44,1225,DAY (NOT NIGHT)
28527,day-45,1225,DAY (NOT NIGHT)
28528,day-46,1225,DAY (NOT NIGHT)
28529,day-47,1225,DAY (NOT NIGHT)
28530,day-48,1225,DAY (NOT NIGHT)
28531,day-49,1225,DAY (NOT NIGHT)
28532,day-50,1225,DAY (NOT NIGHT)
28533,day-51,1225,DAY (NOT NIGHT)
28534,day-52,1225,DAY (NOT NIGHT)
28535,day-53,1225,DAY (NOT NIGHT)
28536,day-54,1225,DAY (NOT NIGHT)
28537,day-55,1225,DAY (NOT NIGHT)
28538,day-56,1225,DAY (NOT NIGHT)
28539,day-57,1225,DAY (NOT NIGHT)
28540,day-58,1225,DAY (NOT NIGHT)
28541,day-59,1225,DAY (NOT NIGHT)
28542,day-60,1225,DAY (NOT NIGHT)
28543,day-61,1225,DAY (NOT NIGHT)
28544,day-62,1225,DAY (NOT NIGHT)
28545,day-63,1225,DAY (NOT NIGHT)
28546,day-64,1225,DAY (NOT NIGHT)
28547,day-65,1225,DAY (NOT NIGHT)
28548,day-66,1225,DAY (NOT NIGHT)
28549,day-67,1225,DAY (NOT NIGHT)
28550,day-68,1225,DAY (NOT NIGHT)
28551,day-69,1225,DAY (NOT NIGHT)
28552,day-70,1225,DAY (NOT NIGHT)
28553,day-71,1225,DAY (NOT NIGHT)
28554,day-72,1225,DAY (NOT NIGHT)
28555,day-73,1225,DAY (NOT NIGHT)
28556,day-74,1225,DAY (NOT NIGHT)
28557,day-75,1225,DAY (NOT NIGHT)
28558,day-76,1225,DAY (NOT NIGHT)
28559,day-77,1225,DAY (NOT NIGHT)
28560,day-78,1225,DAY (NOT NIGHT)
28561,day-79,1225,DAY (NOT NIGHT)
28562,day-80,1225,DAY (NOT NIGHT)
28563,day-81,1225,DAY (NOT NIGHT)
28564,day-82,1225,DAY (NOT NIGHT)
28565,day-83,1225,DAY (NOT NIGHT)
28566,day-84,1225,DAY (NOT NIGHT)
28567,day-85,1225,DAY (NOT NIGHT)
28568,day-86,1225,DAY (NOT NIGHT)
28569,day-87,1225,DAY (NOT NIGHT)
28570,day-88,1225,DAY (NOT NIGHT)
28571,day-89,1225,DAY (NOT NIGHT)
28572,day-90,1225,DAY (NOT NIGHT)
28573,day-91,1225,DAY (NOT NIGHT)
28574,day-92,1225,DAY (NOT NIGHT)
28575,day-93,1225,DAY (NOT NIGHT)
28576,day-94,1225,DAY (NOT NIGHT)
28577,day-95,1225,DAY (NOT NIGHT)
28578,day-96,1225,DAY (NOT NIGHT)
28579,day-97,1225,DAY (NOT NIGHT)
28580,day-98,1225,DAY (NOT NIGHT)
28581,day-99,1225,DAY (NOT NIGHT)
28582,day-100,1225,DAY (NOT NIGHT)
28583,day-101,1225,DAY (NOT NIGHT)
28584,day-102,1225,DAY (NOT NIGHT)
28585,day-103,1225,DAY (NOT NIGHT)
28586,day-104,1225,DAY (NOT NIGHT)
28587,day-105,1225,DAY (NOT NIGHT)
28588,day-106,1225,DAY (NOT NIGHT)
28589,day-107,1225,DAY (NOT NIGHT)
28590,day-108,1225,DAY (NOT NIGHT)
28591,day-109,1225,DAY (NOT NIGHT)
28592,day-110,1225,DAY (NOT NIGHT)
28593,day-111,1225,DAY (NOT NIGHT)
28594,day-112,1225,DAY (NOT NIGHT)
28595,day-113,1225,DAY (NOT NIGHT)
28596,day-114,1225,DAY (NOT NIGHT)
28597,day-115,1225,DAY (NOT NIGHT)
28598,day-116,1225,DAY (NOT NIGHT)
28599,day-117,1225,DAY (NOT NIGHT)
28600,day-118,1225,DAY (NOT NIGHT)
28601,day-119,1225,DAY (NOT NIGHT)
28602,day-120,1225,DAY (NOT NIGHT)
28603,day-121,1225,DAY (NOT NIGHT)
28604,day-122,1225,DAY (NOT NIGHT)
28605,day-123,1225,DAY (NOT NIGHT)
28606,day-124,1225,DAY (NOT NIGHT)
28607,day-125,1225,DAY (NOT NIGHT)
28608,day-126,1225,DAY (NOT NIGHT)
28609,day-127,1225,DAY (NOT NIGHT)
28610,day-128,1225,DAY (NOT NIGHT)
28611,day-129,1225,DAY (NOT NIGHT)
28612,day-130,1225,DAY (NOT NIGHT)
28613,day-131,1225,DAY (NOT NIGHT)
28614,day-132,1225,DAY (NOT NIGHT)
28615,day-133,1225,DAY (NOT NIGHT)
28616,day-134,1225,DAY (NOT NIGHT)
28617,day-135,1225,DAY (NOT NIGHT)
28618,day-136,1225,DAY (NOT NIGHT)
28619,day-137,1225,DAY (NOT NIGHT)
28620,day-138,1225,DAY (NOT NIGHT)
28621,day-139,1225,DAY (NOT NIGHT)
28622,day-140,1225,DAY (NOT NIGHT)
28623,day-141,1225,DAY (NOT NIGHT)
28624,day-142,1225,DAY (NOT NIGHT)
28625,day-143,1225,DAY (NOT NIGHT)
28626,day-144,1225,DAY (NOT NIGHT)
28627,day-145,1225,DAY (NOT NIGHT)
28628,day-146,1225,DAY (NOT NIGHT)
28629,day-147,1225,DAY (NOT NIGHT)
28630,day-148,1225,DAY (NOT NIGHT)
28631,day-149,1225,DAY (NOT NIGHT)
28632,day-150,1225,DAY (NOT NIGHT)
28633,day-151,1225,DAY (NOT NIGHT)
28634,day-152,1225,DAY (NOT NIGHT)
28635,day-153,1225,DAY (NOT NIGHT)
28636,day-154,1225,DAY (NOT NIGHT)
28637,day-155,1225,DAY (NOT NIGHT)
28638,day-156,1225,DAY (NOT NIGHT)
28639,day-157,1225,DAY (NOT NIGHT)
28640,year-1,1226,YEAR
28641,year-2,1226,YEAR
28642,year-3,1226,YEAR
28643,year-4,1226,YEAR
28644,year-5,1226,YEAR
28645,year-6,1226,YEAR
28646,year-7,1226,YEAR
28647,year-8,1226,YEAR
28648,year-9,1226,YEAR
28649,year-10,1226,YEAR
28650,year-11,1226,YEAR
28651,year-12,1226,YEAR
28652,year-13,1226,YEAR
28653,year-14,1226,YEAR
28654,year-15,1226,YEAR
28655,year-16,1226,YEAR
28656,year-17,1226,YEAR
28657,year-18,1226,YEAR
28658,year-19,1226,YEAR
28659,year-20,1226,YEAR
28660,year-21,1226,YEAR
28661,year-22,1226,YEAR
28662,year-23,1226,YEAR
28663,year-24,1226,YEAR
28664,year-25,1226,YEAR
28665,year-26,1226,YEAR
28666,year-27,1226,YEAR
28667,year-28,1226,YEAR
28668,year-29,1226,YEAR
28669,year-30,1226,YEAR
28670,year-31,1226,YEAR
28671,year-32,1226,YEAR
28672,year-33,1226,YEAR
28673,year-34,1226,YEAR
28674,year-35,1226,YEAR
28675,year-36,1226,YEAR
28676,year-37,1226,YEAR
28677,year-38,1226,YEAR
28678,year-39,1226,YEAR
28679,year-40,1226,YEAR
28680,year-41,1226,YEAR
28681,year-42,1226,YEAR
28682,year-43,1226,YEAR
28683,year-44,1226,YEAR
28684,year-45,1226,YEAR
28685,year-46,1226,YEAR
28686,year-47,1226,YEAR
28687,year-48,1226,YEAR
28688,year-49,1226,YEAR
28689,year-50,1226,YEAR
28690,year-51,1226,YEAR
28691,year-52,1226,YEAR
28692,year-53,1226,YEAR
28693,year-54,1226,YEAR
28694,year-55,1226,YEAR
28695,year-56,1226,YEAR
28696,year-57,1226,YEAR
28697,year-58,1226,YEAR
28698,year-59,1226,YEAR
28699,year-60,1226,YEAR
28700,year-61,1226,YEAR
28701,year-62,1226,YEAR
28702,year-63,1226,YEAR
28703,year-64,1226,YEAR
28704,year-65,1226,YEAR
28705,year-66,1226,YEAR
28706,year-67,1226,YEAR
28707,year-68,1226,YEAR
28708,year-69,1226,YEAR
28709,year-70,1226,YEAR
28710,year-71,1226,YEAR
28711,year-72,1226,YEAR
28712,year-73,1226,YEAR
28713,year-74,1226,YEAR
28714,year-75,1226,YEAR
28715,year-76,1226,YEAR
28716,year-77,1226,YEAR
28717,year-78,1226,YEAR
28718,year-79,1226,YEAR
28719,year-80,1226,YEAR
28720,year-81,1226,YEAR
28721,year-82,1226,YEAR
28722,year-83,1226,YEAR
28723,year-84,1226,YEAR
28724,year-85,1226,YEAR
28725,year-86,1226,YEAR
28726,year-87,1226,YEAR
28727,year-88,1226,YEAR
28728,year-89,1226,YEAR
28729,year-90,1226,YEAR
28730,year-91,1226,YEAR
28731,year-92,1226,YEAR
28732,year-93,1226,YEAR
28733,year-94,1226,YEAR
28734,year-95,1226,YEAR
28735,year-96,1226,YEAR
28736,year-97,1226,YEAR
28737,year-98,1226,YEAR
28738,year-99,1226,YEAR
28739,year-100,1226,YEAR
28740,year-101,1226,YEAR
28741,year-102,1226,YEAR
28742,year-103,1226,YEAR
28743,year-104,1226,YEAR
28744,year-105,1226,YEAR
28745,year-106,1226,YEAR
28746,year-107,1226,YEAR
28747,year-108,1226,YEAR
28748,year-109,1226,YEAR
28749,year-110,1226,YEAR
28750,year-111,1226,YEAR
28751,year-112,1226,YEAR
28752,when-1,1238,WHEN
28753,when-2,1238,WHEN
28754,when-3,1238,WHEN
28755,when-4,1238,WHEN
28756,when-5,1238,WHEN
28757,when-6,1238,WHEN
28758,when-7,1238,WHEN
28759,when-8,1238,WHEN
28760,when-9,1238,WHEN
28761,when-10,1238,WHEN
28762,when-11,1238,WHEN
28763,when-12,1238,WHEN
28764,when-13,1238,WHEN
28765,when-14,1238,WHEN
28766,when-15,1238,WHEN
28767,when-16,1238,WHEN
28768,when-17,1238,WHEN
28769,when-18,1238,WHEN
28770,when-19,1238,WHEN
28771,when-20,1238,WHEN
28772,when-21,1238,WHEN
28773,when-22,1238,WHEN
28774,when-23,1238,WHEN
28775,when-24,1238,WHEN
28776,when-25,1238,WHEN
28777,when-26,1238,WHEN
28778,when-27,1238,WHEN
28779,when-28,1238,WHEN
28780,when-29,1238,WHEN
28781,when-30,1238,WHEN
28782,when-31,1238,WHEN
28783,when-32,1238,WHEN
28784,when-33,1238,WHEN
28785,when-34,1238,WHEN
28786,when-35,1238,WHEN
28787,when-36,1238,WHEN
28788,when-37,1238,WHEN
28789,when-38,1238,WHEN
28790,when-39,1238,WHEN
28791,when-40,1238,WHEN
28792,when-41,1238,WHEN
28793,when-42,1238,WHEN
28794,when-43,1238,WHEN
28795,when-44,1238,WHEN
28796,when-45,1238,WHEN
28797,when-46,1238,WHEN
28798,when-47,1238,WHEN
28799,when-48,1238,WHEN
28800,when-49,1238,WHEN
28801,when-50,1238,WHEN
28802,when-51,1238,WHEN
28803,when-52,1238,WHEN
28804,when-53,1238,WHEN
28805,when-54,1238,WHEN
28806,when-55,1238,WHEN
28807,when-56,1238,WHEN
28808,when-57,1238,WHEN
28809,when-58,1238,WHEN
28810,when-59,1238,WHEN
28811,when-60,1238,WHEN
28812,when-61,1238,WHEN
28813,when-62,1238,WHEN
28814,when-63,1238,WHEN
28815,when-64,1238,WHEN
28816,when-65,1238,WHEN
28817,when-66,1238,WHEN
28818,when-67,1238,WHEN
28819,when-68,1238,WHEN
28820,when-69,1238,WHEN
28821,when-70,1238,WHEN
28822,when-71,1238,WHEN
28823,when-72,1238,WHEN
28824,when-73,1238,WHEN
28825,when-74,1238,WHEN
28826,when-75,1238,WHEN
28827,when-76,1238,WHEN
28828,when-77,1238,WHEN
28829,when-78,1238,WHEN
28830,when-79,1238,WHEN
28831,when-80,1238,WHEN
28832,when-81,1238,WHEN
28833,when-82,1238,WHEN
28834,when-83,1238,WHEN
28835,when-84,1238,WHEN
28836,when-85,1238,WHEN
28837,when-86,1238,WHEN
28838,when-87,1238,WHEN
28839,when-88,1238,WHEN
28840,when-89,1238,WHEN
28841,when-90,1238,WHEN
28842,when-91,1238,WHEN
28843,when-92,1238,WHEN
28844,when-93,1238,WHEN
28845,when-94,1238,WHEN
28846,when-95,1238,WHEN
28847,when-96,1238,WHEN
28848,when-97,1238,WHEN
28849,when-98,1238,WHEN
28850,when-99,1238,WHEN
28851,when-100,1238,WHEN
28852,when-101,1238,WHEN
28853,when-102,1238,WHEN
28854,when-103,1238,WHEN
28855,when-104,1238,WHEN
28856,when-105,1238,WHEN
28857,when-106,1238,WHEN
28858,when-107,1238,WHEN
28859,when-108,1238,WHEN
28860,when-109,1238,WHEN
28861,when-110,1238,WHEN
28862,when-111,1238,WHEN
28863,when-112,1238,WHEN
28864,when-113,1238,WHEN
28865,when-114,1238,WHEN
28866,when-115,1238,WHEN
28867,when-116,1238,WHEN
28868,when-117,1238,WHEN
28869,when-118,1238,WHEN
28870,when-119,1238,WHEN
28871,when-120,1238,WHEN
28872,when-121,1238,WHEN
28873,when-122,1238,WHEN
28874,when-123,1238,WHEN
28875,when-124,1238,WHEN
28876,when-125,1238,WHEN
28877,when-126,1238,WHEN
28878,when-127,1238,WHEN
28879,when-128,1238,WHEN
28880,when-129,1238,WHEN
28881,when-130,1238,WHEN
28882,when-131,1238,WHEN
28883,when-132,1238,WHEN
28884,when-133,1238,WHEN
28885,when-134,1238,WHEN
28886,when-135,1238,WHEN
28887,when-136,1238,WHEN
28888,when-137,1238,WHEN
28889,when-138,1238,WHEN
28890,when-139,1238,WHEN
28891,when-140,1238,WHEN
28892,when-141,1238,WHEN
28893,when-142,1238,WHEN
28894,when-143,1238,WHEN
28895,when-144,1238,WHEN
28896,when-145,1238,WHEN
28897,when-146,1238,WHEN
28898,when-147,1238,WHEN
28899,when-148,1238,WHEN
28900,when-149,1238,WHEN
28901,when-150,1238,WHEN
28902,when-151,1238,WHEN
28903,when-152,1238,WHEN
28904,when-153,1238,WHEN
28905,when-154,1238,WHEN
28906,when-155,1238,WHEN
28907,when-156,1238,WHEN
28908,when-157,1238,WHEN
28909,when-158,1238,WHEN
28910,when-159,1238,WHEN
28911,when-160,1238,WHEN
28912,when-161,1238,WHEN
28913,when-162,1238,WHEN
28914,when-163,1238,WHEN
28915,when-164,1238,WHEN
28916,when-165,1238,WHEN
28917,when-166,1238,WHEN
28918,when-167,1238,WHEN
28919,when-168,1238,WHEN
28920,when-169,1238,WHEN
28921,when-170,1238,WHEN
28922,when-171,1238,WHEN
28923,when-172,1238,WHEN
28924,to_hide-1,2486,HIDE
28925,to_hide-2,2486,HIDE
28926,to_hide-3,2486,HIDE
28927,to_hide-4,2486,HIDE
28928,to_hide-5,2486,HIDE
28929,to_hide-6,2486,HIDE
28930,to_hide-7,2486,HIDE
28931,to_hide-8,2486,HIDE
28932,to_hide-9,2486,HIDE
28933,to_hide-10,2486,HIDE
28934,to_hide-11,2486,HIDE
28935,to_hide-12,2486,HIDE
28936,to_hide-13,2486,HIDE
28937,to_hide-14,2486,HIDE
28938,to_hide-15,2486,HIDE
28939,to_hide-16,2486,HIDE
28940,to_hide-17,2486,HIDE
28941,to_hide-18,2486,HIDE
28942,to_hide-19,2486,HIDE
28943,to_hide-20,2486,HIDE
28944,to_hide-21,2486,HIDE
28945,to_hide-22,2486,HIDE
28946,to_hide-23,2486,HIDE
28947,to_hide-24,2486,HIDE
28948,to_hide-25,2486,HIDE
28949,to_hide-26,2486,HIDE
28950,to_hide-27,2486,HIDE
28951,to_hide-28,2486,HIDE
28952,to_hide-29,2486,HIDE
28953,to_hide-30,2486,HIDE
28954,to_hide-31,2486,HIDE
28955,to_hide-32,2486,HIDE
28956,to_hide-33,2486,HIDE
28957,to_hide-34,2486,HIDE
28958,to_hide-35,2486,HIDE
28959,to_hide-36,2486,HIDE
28960,to_hide-37,2486,HIDE
28961,to_hide-38,2486,HIDE
28962,to_hide-39,2486,HIDE
28963,to_hide-40,2486,HIDE
28964,to_hide-41,2486,HIDE
28965,to_hide-42,2486,HIDE
28966,to_hide-43,2486,HIDE
28967,to_hide-44,2486,HIDE
28968,to_hide-45,2486,HIDE
