ID,Name,Nexus_File,rooted,type,method,scaling,Source
posterior-844,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-845,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-846,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-847,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-848,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-849,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-850,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-851,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-852,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-853,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-854,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-855,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-856,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-857,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-858,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-859,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-860,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-861,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-862,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-863,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-864,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-865,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-866,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-867,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-868,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-869,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-870,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-871,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-872,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-873,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-874,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-875,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-876,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-877,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-878,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-879,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-880,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-881,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-882,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-883,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-884,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-885,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-886,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-887,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-888,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-889,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-890,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-891,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-892,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-893,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-894,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-895,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-896,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-897,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-898,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-899,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-900,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-901,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-902,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-903,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-904,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-905,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-906,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-907,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-908,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-909,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-910,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-911,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-912,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-913,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-914,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-915,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-916,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-917,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-918,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-919,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-920,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-921,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-922,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-923,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-924,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-925,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-926,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-927,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-928,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-929,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-930,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-931,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-932,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-933,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-934,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-935,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-936,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-937,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-938,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-939,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-940,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-941,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-942,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-943,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-944,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-945,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-946,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-947,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-948,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-949,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-950,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-951,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-952,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-953,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-954,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-955,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-956,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-957,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-958,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-959,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-960,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-961,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-962,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-963,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-964,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-965,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-966,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-967,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-968,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-969,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-970,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-971,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-972,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-973,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-974,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-975,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-976,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-977,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-978,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-979,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-980,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-981,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-982,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-983,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-984,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-985,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-986,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-987,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-988,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-989,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-990,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-991,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-992,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-993,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-994,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-995,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-996,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-997,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-998,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-999,,posterior.trees,true,sample,bayesian,millennia,gray2009
posterior-1000,,posterior.trees,true,sample,bayesian,millennia,gray2009
